payee_name,agency,zip_code,amount,payment_description
UNIFIRST,CENTRAL SERVICES,20785,78.06,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,349.71,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,44.46,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,44.46,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,44.46,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,1610.44,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,291.27,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,323.97,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,314.95,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,535.17,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,376.42,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,349.71,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,296.01,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,POLICE,20785,23.8,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,POLICE,20785,23.8,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,POLICE,20785,14.26,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,POLICE,20785,50.07,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,615.29,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,264.04,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,44.46,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,26.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,308.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,349.71,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,-25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,-25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,146.11,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,89.05,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,262.83,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,254.21,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,146.11,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,89.05,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,262.8,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,254.21,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,146.11,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,89.05,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,274.4,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,364.36,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
MB STAFFING SERVICES LLC,POLICE,20013,849.03,TEMPORARY CLERICAL/ADMININSTRATIVE PERSONNEL
MB STAFFING SERVICES LLC,HEALTH,20013,6759.42,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
MB STAFFING SERVICES LLC,HEALTH,20013,1080,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
MB STAFFING SERVICES LLC,HEALTH,20013,839.73,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
MB STAFFING SERVICES LLC,HEALTH,20013,827.56,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
MB STAFFING SERVICES LLC,HEALTH,20013,14965.5,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
MB STAFFING SERVICES LLC,HEALTH,20013,754.54,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
MB STAFFING SERVICES LLC,HEALTH,20013,3192.64,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
MB STAFFING SERVICES LLC,HEALTH,20013,6659.65,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
MB STAFFING SERVICES LLC,HEALTH,20013,1655.12,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
MB STAFFING SERVICES LLC,HEALTH,20013,1205.6,TEMPORARY SERVICES-NURSES
MB STAFFING SERVICES LLC,HEALTH,20013,7381.14,TEMPORARY SERVICES-NURSES
MB STAFFING SERVICES LLC,HEALTH,20013,864,TEMPORARY SERVICES-NURSES
MB STAFFING SERVICES LLC,HEALTH,20013,2411.2,TEMPORARY SERVICES-NURSES
MB STAFFING SERVICES LLC,HEALTH,20013,2927.46,TEMPORARY SERVICES-NURSES
MB STAFFING SERVICES LLC,HEALTH,20013,9613.55,TEMPORARY SERVICES-NURSES
MB STAFFING SERVICES LLC,HEALTH,20013,432,TEMPORARY SERVICES-NURSES
MB STAFFING SERVICES LLC,HEALTH,20013,3014,TEMPORARY SERVICES-NURSES
MB STAFFING SERVICES LLC,NON-DEPARTMENTAL,20013,721.2,TEMPORARY CLERICAL/ADMININSTRATIVE PERSONNEL
MB STAFFING SERVICES LLC,NON-DEPARTMENTAL,20013,1080.8,TEMPORARY CLERICAL/ADMININSTRATIVE PERSONNEL
MB STAFFING SERVICES LLC,NON-DEPARTMENTAL,20013,721.2,TEMPORARY CLERICAL/ADMININSTRATIVE PERSONNEL
MB STAFFING SERVICES LLC,HEALTH,20013,1080,TEMPORARY SERVICES-NURSES
MB STAFFING SERVICES LLC,NON-DEPARTMENTAL,20013,1202,TEMPORARY CLERICAL/ADMININSTRATIVE PERSONNEL
MB STAFFING SERVICES LLC,NON-DEPARTMENTAL,20013,1080.8,TEMPORARY CLERICAL/ADMININSTRATIVE PERSONNEL
MB STAFFING SERVICES LLC,HEALTH,20013,1080,TEMPORARY SERVICES-NURSES
MB STAFFING SERVICES LLC,NON-DEPARTMENTAL,20013,1080.8,TEMPORARY CLERICAL/ADMININSTRATIVE PERSONNEL
MB STAFFING SERVICES LLC,HEALTH,20013,1080,TEMPORARY SERVICES-NURSES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,3014,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,1080,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,2757.36,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,1026,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,2757.36,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,864,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HEALTH,20013,839.73,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
MB STAFFING SERVICES LLC,HEALTH,20013,10974.7,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
MB STAFFING SERVICES LLC,HEALTH,20013,3014,TEMPORARY SERVICES-NURSES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,520.2,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,520.2,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,520.2,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,520.2,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,208.08,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,520.2,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,1509.6,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,1509.6,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,1509.6,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HOMELAND SECURITY,20013,603.84,CONTRACT SERVICES
MB STAFFING SERVICES LLC,HEALTH,20013,12439.14,TEMPORARY SERVICES-NURSES
